,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
4850,311651,1863,,692,6359,503483,I2B-Water supply system,,,0.00,25532.00,25532.00,25532.00,CL_Uniform,N,1,,,
4851,311652,1863,,692,6359,503484,I2B-Water supply system,,,0.00,11821.00,11821.00,11821.00,CL_Uniform,N,1,,,
4852,311653,1863,,692,6359,503485,I2B-Water supply system,,,0.00,28096.00,28096.00,28096.00,CL_Uniform,N,1,,,
4853,311654,1863,,692,6359,503486,I2B-Water supply system,,,0.00,85171.00,85171.00,85171.00,CL_Uniform,N,1,,,
4854,311655,1863,,692,6359,503487,I2B-Water supply system,,,0.00,26221.00,26221.00,26221.00,CL_Uniform,N,1,,,
4855,311656,1863,,692,6359,503488,I2B-Water supply system,,,0.00,2072.00,2072.00,2072.00,CL_Uniform,N,1,,,
4856,311657,1863,,692,6359,503489,I2B-Water supply system,,,0.00,6198.00,6198.00,6198.00,CL_Uniform,N,1,,,
4857,311658,1863,,692,6359,503490,I2B-Water supply system,,,0.00,3970.00,3970.00,3970.00,CL_Uniform,N,1,,,
4858,311659,1863,,692,6359,503491,I2B-Water supply system,,,0.00,18447.00,18447.00,18447.00,CL_Uniform,N,1,,,
4859,311660,1863,,692,6359,503492,I2B-Water supply system,,,0.00,153477.00,153477.00,153477.00,CL_Uniform,N,1,,,
4860,311661,1863,,692,6359,503493,I2B-Water supply system,,,0.00,2017.00,2017.00,2017.00,CL_Uniform,N,1,,,
4861,311662,1863,,692,6359,503494,I2B-Water supply system,,,0.00,9783.00,9783.00,9783.00,CL_Uniform,N,1,,,
4862,311663,1866,,692,6359,503495,I2B-Hard and soft landscaping,,,0.00,4107.00,4107.04,4107.04,CL_Uniform,N,1.00001,,,
4863,311664,1863,,692,6359,503496,I2B-Water supply system,,,0.00,32769.00,32769.00,32769.00,CL_Uniform,N,1,,,
4864,311665,1863,,692,6359,503497,I2B-Water supply system,,,0.00,25340.00,25340.00,25340.00,CL_Uniform,N,1,,,
4865,311666,1866,,692,6359,503498,I2B-Hard and soft landscaping,,,0.00,4276.00,4276.00,4276.00,CL_Uniform,N,1,,,
4866,311667,1866,,692,6359,503499,I2B-Hard and soft landscaping,,,0.00,42754.00,42754.00,42754.00,CL_Uniform,N,1,,,
4867,311668,1866,,692,6359,503500,I2B-Hard and soft landscaping,,,0.00,17102.00,17102.00,17102.00,CL_Uniform,N,1,,,
4868,311669,1866,,692,6359,503501,I2B-Hard and soft landscaping,,,0.00,42754.00,42754.00,42754.00,CL_Uniform,N,1,,,
