,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
227,11700,808,,,2631,209389,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
228,11701,808,,,2631,209390,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
229,11702,808,,,2631,209391,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
230,11703,808,,,2631,209386,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
231,11704,808,,,2631,209387,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
232,11705,808,,,2631,209388,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
233,11706,808,,,2631,209392,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
234,11707,808,,,2631,209393,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
235,11708,808,,,2631,209394,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
236,11709,808,,,2631,209395,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
237,11710,808,,,2631,209396,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
238,11711,808,,,2631,209397,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
239,11712,808,,,2631,209398,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
240,11713,808,,,2631,209399,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
241,11714,808,,,2631,209400,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
242,11715,808,,,2631,209401,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
243,11716,808,,,2631,209402,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
244,11717,808,,,2631,209403,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
245,11718,808,,,2631,209404,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
246,11719,808,,,2631,209405,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
247,11720,808,,,2631,209406,H,,,0.00,6679.72,6679.72,6679.72,CL_Uniform,N,1,,,
248,11721,808,,,2631,197784,RU,,,0.00,1913.47,1222.79,1222.79,CL_Uniform,N,0.639044,,,
249,11722,808,,,2631,197768,RU,,,0.00,1913.47,1222.79,1222.79,CL_Uniform,N,0.639044,,,
