,udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
433,203,139779,769,,311,,
434,203,139780,769,,353,,
435,203,139781,769,,247,,
436,203,139782,769,,338,,
437,203,139783,769,,252,,
438,203,139784,769,,316,,
439,203,139785,769,,328,,
440,203,139786,769,,326,,
441,203,139787,769,,371,,
442,203,139788,769,,371,,
443,203,139789,769,,268,,
444,203,139790,769,,273,,
445,203,139791,769,,321,,
446,203,139792,769,,289,,
447,203,139793,769,,294,,
448,203,139794,769,,325,,
449,203,139795,769,,388,,
450,203,139796,769,,388,,
451,203,139797,769,,388,,
452,203,139798,769,,388,,
453,203,139799,769,,388,,
454,203,139800,769,,388,,
455,203,139801,769,,388,,
456,203,139802,769,,393,,
457,203,139803,769,,398,,
458,203,139804,769,,321,,
459,203,139805,769,,402,,
460,203,139806,769,,365,,
461,203,139807,769,,325,,
462,203,139808,769,,330,,
463,203,139809,769,,407,,
464,203,139810,769,,346,,
465,203,139811,769,,351,,
466,203,139812,769,,351,,
467,203,139813,769,,412,,
468,203,139814,769,,317,,
469,203,139815,769,,365,,
470,203,139816,769,,74,,
471,203,139817,769,,113,,
472,203,139818,769,,119,,
473,203,139819,769,,126,,
